"Account","Codename","URL","List"
"Marianne Schieder, MdB","MarianneSchieder","https://www.facebook.com/728011090672695","SPD_FB_BTW21"
"Matthias Miersch","miersch.matthias","https://www.facebook.com/1394213350791427","SPD_FB_BTW21"
"Andreas Schwarz","andreas.schwarz.spd","https://www.facebook.com/729931240351201","SPD_FB_BTW21"
"Jens Zimmermann","JensZSPD","https://www.facebook.com/315208841871484","SPD_FB_BTW21"
"Hakan Demir","HakanDemirNK","https://www.facebook.com/103704231482560","SPD_FB_BTW21"
"Axel Schäfer","axel.schaefer.bochum","https://www.facebook.com/643840382338092","SPD_FB_BTW21"
"Bernd Rützel","BerndRuetzelMdB","https://www.facebook.com/701570419910290","SPD_FB_BTW21"
"Daniel Schneider","DanielSchneiderCuxhaven","https://www.facebook.com/103968754935477","SPD_FB_BTW21"
"Timo Schisanowski MdB","timo.schisanowski","https://www.facebook.com/100528568765838","SPD_FB_BTW21"
"Uwe Schmidt","schmidtmachts","https://www.facebook.com/285483338534105","SPD_FB_BTW21"
"Udo Schiefner","USchiefner","https://www.facebook.com/321220311306238","SPD_FB_BTW21"
"Frauke Heiligenstadt","FraukeHeiligenstadtSPD","https://www.facebook.com/115232612517030","SPD_FB_BTW21"
"Jasmina Hostert","jasmina.hostert","https://www.facebook.com/1162955093739508","SPD_FB_BTW21"
"Falko Mohrs","FMohrs","https://www.facebook.com/1471721149560126","SPD_FB_BTW21"
"Sebastian Hartmann - SPD","SebastianHartmannSPD","https://www.facebook.com/337368156374937","SPD_FB_BTW21"
"Heike Baehrens","baehrensmdb","https://www.facebook.com/1475998419282812","SPD_FB_BTW21"
"Ana-Maria Trasnea","amtrasnea","https://www.facebook.com/371854969990030","SPD_FB_BTW21"
"Ingo Schäfer","IngoSchaeferMdB","https://www.facebook.com/107404501444359","SPD_FB_BTW21"
"Sebastian Roloff","Seb.Roloff","https://www.facebook.com/1130431107039858","SPD_FB_BTW21"
"Dr. Andreas Philippi MdB","AndreasPhilippiSPD","https://www.facebook.com/100998328781381","SPD_FB_BTW21"
"Michael Thews - MdB","MichaelThewsMdB","https://www.facebook.com/702563316515363","SPD_FB_BTW21"
"Rita Schwarzelühr-Sutter","schwarzeluehrsutter","https://www.facebook.com/356722457844832","SPD_FB_BTW21"
"Parsa Marvi","Parsa.Marvi.SPD","https://www.facebook.com/487909931261312","SPD_FB_BTW21"
"Sabine Poschmann","poschmann.spd","https://www.facebook.com/1373896675995661","SPD_FB_BTW21"
"Sabine Dittmar, MdB","SabineDittmarMdB","https://www.facebook.com/138187167349","SPD_FB_BTW21"
"Metin Hakverdi","MdB.Metin.Hakverdi","https://www.facebook.com/178872845468327","SPD_FB_BTW21"
"Erik von Malottki","ErikvonmalottkiGreifswald","https://www.facebook.com/1470987849804375","SPD_FB_BTW21"
"Timon Gremmels","TimonGremmels","https://www.facebook.com/621438468048970","SPD_FB_BTW21"
"Alexander Geißler","alexander.geiszler","https://www.facebook.com/395020924405064","SPD_FB_BTW21"
"Katrin Budde","buddekatrin","https://www.facebook.com/1653494491643518","SPD_FB_BTW21"
"Brian Nickholz","NickholzBrian","https://www.facebook.com/1623531491263905","SPD_FB_BTW21"
"Melanie Wegling","melanie.wegling","https://www.facebook.com/104162648529386","SPD_FB_BTW21"
"Martin Kröber","MartinKroeberMD","https://www.facebook.com/117934986793217","SPD_FB_BTW21"
"Isabel Mackensen-Geis","IMackensen","https://www.facebook.com/219589951790034","SPD_FB_BTW21"
"Thomas Hitschler","thomashitschler","https://www.facebook.com/228669933928090","SPD_FB_BTW21"
"Bengt Bergt, MdB","bengtbergt2021","https://www.facebook.com/102717265242302","SPD_FB_BTW21"
"Frank Ullrich","frank.ullrich.biathlon","https://www.facebook.com/100356622303494","SPD_FB_BTW21"
"Annika Klose","AnnikaKlose.BerlinMitte","https://www.facebook.com/101426038525957","SPD_FB_BTW21"
"Dennis Rohde","dennis.rohde","https://www.facebook.com/435851583129781","SPD_FB_BTW21"
"Anja Troff-Schaffarzyk","","https://www.facebook.com/209342649122862","SPD_FB_BTW21"
"Jörg Nürnberger","joerg.nuernberger.spd","https://www.facebook.com/219925261501036","SPD_FB_BTW21"
"Christoph Schmid","christophalerheim","https://www.facebook.com/1397239237183942","SPD_FB_BTW21"
"Isabel Cademartori","isabel.cademartori","https://www.facebook.com/104824124853030","SPD_FB_BTW21"
"Andreas Rimkus MdB","andreasrimkusmdb","https://www.facebook.com/103859252984490","SPD_FB_BTW21"
"Dr. Carolin Wagner","dr.carolin.wagner","https://www.facebook.com/101910071704104","SPD_FB_BTW21"
"Niels Annen","nielsannen","https://www.facebook.com/601163706652420","SPD_FB_BTW21"
"Jens Peick","jenspeick.spd","https://www.facebook.com/105997131335760","SPD_FB_BTW21"
"Frank Junge","frank.junge","https://www.facebook.com/720595767983984","SPD_FB_BTW21"
"Bettina Müller","BettinaMuellerSPD","https://www.facebook.com/306664909442738","SPD_FB_BTW21"
"Uli Grötsch","uli.groetsch","https://www.facebook.com/199480603522909","SPD_FB_BTW21"
"Peggy Schierenbeck","pschierenbeck","https://www.facebook.com/101889895217340","SPD_FB_BTW21"
"Jakob Blankenburg","jakobblankenburg.spd","https://www.facebook.com/102343321860802","SPD_FB_BTW21"
"Jan Plobner","janplobner.spd","https://www.facebook.com/105197591620218","SPD_FB_BTW21"
"Jan Dieren","JanUlrichDieren","https://www.facebook.com/107192357860149","SPD_FB_BTW21"
"Rita Hagl-Kehl, MdB","Rita.Hagl.Kehl","https://www.facebook.com/932815056748552","SPD_FB_BTW21"
"Svenja Stadler","svenjastadlerspd","https://www.facebook.com/340332092731147","SPD_FB_BTW21"
"Sanae Abdi","sanaeabdispd","https://www.facebook.com/111576226993790","SPD_FB_BTW21"
"Gabriela Heinrich","heinrichgabriela","https://www.facebook.com/133430763472093","SPD_FB_BTW21"
"Tanja Machalet","Tanja.Machalet.SPD","https://www.facebook.com/131765320380","SPD_FB_BTW21"
"Lena Werner","lena.werner.wahlkreis202","https://www.facebook.com/110004534560226","SPD_FB_BTW21"
"Jessica Rosenthal","jessicarosenthal.bonn","https://www.facebook.com/109006391253440","SPD_FB_BTW21"
"Kerstin Griese","KerstinGrieseMdB","https://www.facebook.com/267441470338062","SPD_FB_BTW21"
"Johannes Waldmann","Johannes.Waldmann.SPD","https://www.facebook.com/109433360575682","SPD_FB_BTW21"
"Sarah Ryglewski","sarah.ryglewski","https://www.facebook.com/199066060136423","SPD_FB_BTW21"
"Angelika Glöckner","gloeckner.wpf","https://www.facebook.com/339735429489657","SPD_FB_BTW21"
"Michael Schrodi, MdB","m.schrodi","https://www.facebook.com/373266896075258","SPD_FB_BTW21"
"Sylvia Lehmann","SylviaLehmannMdB","https://www.facebook.com/1867495213504775","SPD_FB_BTW21"
"Sonja Eichwede","eichwede","https://www.facebook.com/118585603105337","SPD_FB_BTW21"
"Daniel Rinkert","danielrinkertspd","https://www.facebook.com/1626656740985653","SPD_FB_BTW21"
"Bernhard Daldrup MdB","bernharddaldrup","https://www.facebook.com/392079271343256","SPD_FB_BTW21"
"Rebecca Schamber","Rebecca.SchamberSPD","https://www.facebook.com/104984474736002","SPD_FB_BTW21"
"Felix Döring","felixdoeringspd","https://www.facebook.com/101597861880857","SPD_FB_BTW21"
"Dirk Heidenblut - Mitglied des Bundestages","DirkHeidenblutMdB","https://www.facebook.com/430759423677288","SPD_FB_BTW21"
"Esther Dilcher","esther.dilcher","https://www.facebook.com/153140561875617","SPD_FB_BTW21"
"Matthias Mieves","Mut.Macher.Matthias","https://www.facebook.com/100987318508617","SPD_FB_BTW21"
"Gülistan Yüksel - Mitglied des Bundestages","guelistanyueksel","https://www.facebook.com/346662715427037","SPD_FB_BTW21"
"Wiebke Papenbrock","papenbrock.spd","https://www.facebook.com/104807605075275","SPD_FB_BTW21"
"Achim Post","Achim.Post","https://www.facebook.com/275065419228117","SPD_FB_BTW21"
"Ye-One Rhie","yeone.rhie","https://www.facebook.com/107110814858285","SPD_FB_BTW21"
"Stefan Zierke","ZierkeSPD","https://www.facebook.com/234636206679771","SPD_FB_BTW21"
"Dirk-Ulrich Mende","dirkulrichmende","https://www.facebook.com/1689308497955488","SPD_FB_BTW21"
"Martin Diedenhofen","MDiedenhofen","https://www.facebook.com/1057779890981986","SPD_FB_BTW21"
"Andreas Larem MdB","andreas.larem.mitglieddesbundestags","https://www.facebook.com/101968131670979","SPD_FB_BTW21"
"Lennard Oehl - MdB","oehl.lennard","https://www.facebook.com/100892374750212","SPD_FB_BTW21"
"Dorothee Martin","dorothee.spd","https://www.facebook.com/169373009772164","SPD_FB_BTW21"
"Daniel Baldy","baldy.spd","https://www.facebook.com/104478578452808","SPD_FB_BTW21"
"Luiza Licina-Bode MdB","LicinaBode","https://www.facebook.com/110750667821814","SPD_FB_BTW21"
"Mathias Papendieck","MathiasPapendieck","https://www.facebook.com/423387691111888","SPD_FB_BTW21"
"Sarah Lahrkamp","sarahlahrkamp","https://www.facebook.com/100177145458129","SPD_FB_BTW21"
"EnricoBloch","BlochEnrico","https://www.facebook.com/477075099436259","SPD_FB_BTW21"
"Dagmar Schmidt","dieschmidt","https://www.facebook.com/108131116181","SPD_FB_BTW21"
"Aaron Spielmanns","aaronspielmannsSPD","https://www.facebook.com/101265045393885","SPD_FB_BTW21"
"David Maier","davidmaier.spd","https://www.facebook.com/103015471773198","SPD_FB_BTW21"
"Johannes Arlt - Für MSE und LRO im Bundestag","arltjohannes","https://www.facebook.com/108655634192831","SPD_FB_BTW21"
"Carsten Träger, Mitglied des Bundestags SPD","carstentraegermdb","https://www.facebook.com/568297056577159","SPD_FB_BTW21"
"Bodo Wißen","bodowissen","https://www.facebook.com/103983954374723","SPD_FB_BTW21"
"Maja Wallstein","Krawallstein","https://www.facebook.com/258679164938305","SPD_FB_BTW21"
"Sören Bartol","soerenbartol","https://www.facebook.com/1395797837300016","SPD_FB_BTW21"
"Bettina Hagedorn","BettinaHagedornMdB","https://www.facebook.com/120733721866398","SPD_FB_BTW21"
"Bettina Lugk, MdB","lugkbettina","https://www.facebook.com/2273230596106991","SPD_FB_BTW21"
"Wiebke Esdar","WiebkeEsdar2017","https://www.facebook.com/1433558319994719","SPD_FB_BTW21"
"Kai Koeser","kai.koeser.spd","https://www.facebook.com/100389502022479","SPD_FB_BTW21"
"Axel Echeverria, MdB","axelecheverriamdb","https://www.facebook.com/102685741855508","SPD_FB_BTW21"
"Claudia Tausend","tausendmalbesser","https://www.facebook.com/502163379819352","SPD_FB_BTW21"
"Martin Gerster","MdB.Martin.Gerster","https://www.facebook.com/151208418394628","SPD_FB_BTW21"
"Hannes Walter","walterwaehlen","https://www.facebook.com/405133569817584","SPD_FB_BTW21"
"Ariane Fäscher, MdB","arianefaescher","https://www.facebook.com/177932197259751","SPD_FB_BTW21"
"Dr. Holger Becker - Bundestagsabgeordneter","dr.holger.becker","https://www.facebook.com/110509381187200","SPD_FB_BTW21"
"Maria Winter / SPD","","https://www.facebook.com/1123429027703939","SPD_FB_BTW21"
"Martin Rosemann","martin.rosemann.5","https://www.facebook.com/419654778154419","SPD_FB_BTW21"
"Gabriele Katzmarek","GabrieleKatzmarek","https://www.facebook.com/315850548515268","SPD_FB_BTW21"
"Jürgen Coße","SPD.Juergen.Cosse","https://www.facebook.com/144032345752517","SPD_FB_BTW21"
"Katja Mast","katja.mast.politik","https://www.facebook.com/499836743410538","SPD_FB_BTW21"
"Andreas Mehltretter","andreasmehltretterSPD","https://www.facebook.com/1691444984516950","SPD_FB_BTW21"
"Franziska Mascheck","franziskamascheck","https://www.facebook.com/2240553316270678","SPD_FB_BTW21"
"Tuna Firat","tunafiratBundestag","https://www.facebook.com/621632827992068","SPD_FB_BTW21"
"Dr. Franziska Kersten","kersten.franziska","https://www.facebook.com/1504538346505678","SPD_FB_BTW21"
"Manuel Gava MdB","manuelgavaspd","https://www.facebook.com/104112811507328","SPD_FB_BTW21"
"Kathrin Michel","KathrinMichelSPD","https://www.facebook.com/100486298920315","SPD_FB_BTW21"
"Carlos Kasper","CarlosKasperSPD","https://www.facebook.com/105282218350724","SPD_FB_BTW21"
"Heike Engelhardt","heike.engelhardt.spd","https://www.facebook.com/1454650211502005","SPD_FB_BTW21"
"Tim Klüssendorf","tim.kluessendorf","https://www.facebook.com/107949401450491","SPD_FB_BTW21"
"Bärbel Kofler","Baerbel.Kofler","https://www.facebook.com/183976541729215","SPD_FB_BTW21"
"Carmen Wegge","carmenweggemdb","https://www.facebook.com/116666403455275","SPD_FB_BTW21"
"Ulrike Bahr","mdb.ulrike.bahr","https://www.facebook.com/488276387901037","SPD_FB_BTW21"
"Anke Hennig, SPD","ankehennigspd","https://www.facebook.com/105301888296501","SPD_FB_BTW21"
"Lina Seitzl","linaseitzlmdb","https://www.facebook.com/102160768427515","SPD_FB_BTW21"
"Sönke Rix","soenkerix","https://www.facebook.com/1767379248","SPD_FB_BTW21"
"Herbert Wollmann","herbert.wollmann.spd","https://www.facebook.com/104832414944024","SPD_FB_BTW21"
"Friederike Linke","friederike.linke.spd","https://www.facebook.com/2253486451642412","SPD_FB_BTW21"
"Kristian Klinck - Bundestagsabgeordneter für den Wahlkreis Plön-Neumünster","kristian.klinck.bundestag","https://www.facebook.com/101768168706677","SPD_FB_BTW21"
"Nadine Heselhaus","nadine.heselhaus","https://www.facebook.com/635670110164497","SPD_FB_BTW21"
"Dr. Christos Pantazis MdB","dr.christos.pantazis","https://www.facebook.com/100063883722814","SPD_FB_BTW21"
"Nadja Sthamer","nadjasthamerspd","https://www.facebook.com/105987068154008","SPD_FB_BTW21"
"Tina Rudolph","tina.rudolph.spd","https://www.facebook.com/432991297271811","SPD_FB_BTW21"
"Ruppert Stüwe","ruppert.stuewe","https://www.facebook.com/110257067566418","SPD_FB_BTW21"
"Severin Eder","SeverinEder1992","https://www.facebook.com/552665968451273","SPD_FB_BTW21"
"SPD-Kreisverband Warendorf","SPDKreisverbandWarendorf","https://www.facebook.com/395653277117164","SPD_FB_BTW21"
"Helmut Kleebank, Bundestagsabgeordneter für Spandau und Charlottenburg Nord","helmutkleebankmdb","https://www.facebook.com/110291207872567","SPD_FB_BTW21"
"Kevin Leiser","KevinLeiserHohenlohe","https://www.facebook.com/101782688361096","SPD_FB_BTW21"
"Lucia Schanbacher","LuciaSchanbacher","https://www.facebook.com/106185258222398","SPD_FB_BTW21"
"Harry Scheuenstuhl Bundestagswahl","spdanwug.de","https://www.facebook.com/105166404746048","SPD_FB_BTW21"
"Kay Burmeister","burmeister.kay","https://www.facebook.com/103252121979809","SPD_FB_BTW21"
"Alexander Meinhardt-Heib SPD","","https://www.facebook.com/1243049952452041","SPD_FB_BTW21"
"Holger Mann","Mann.Holger.SPD","https://www.facebook.com/838580572852292","SPD_FB_BTW21"
"Wolfgang Hellmich","WolfgangHellmichSPD","https://www.facebook.com/226774424126627","SPD_FB_BTW21"
"Patric Müller, SPD","patricmuellerspd","https://www.facebook.com/106872214517397","SPD_FB_BTW21"
"Seija Knorr-Köning","SeijaKnorrKoening","https://www.facebook.com/100755981968185","SPD_FB_BTW21"
"Hannes Henze","hanneshenze.spd","https://www.facebook.com/110162371292381","SPD_FB_BTW21"
"Kevin Trah-Bente","AfroSozi","https://www.facebook.com/114878287098647","SPD_FB_BTW21"
"Johannes Schraps","johannes.schraps.spd","https://www.facebook.com/1176771325755239","SPD_FB_BTW21"
"Dr. Edgar Franke","FrankeEdgar","https://www.facebook.com/106694729500758","SPD_FB_BTW21"
"Jan Rothenbacher","JanRothenbacher","https://www.facebook.com/101232515526658","SPD_FB_BTW21"
"Christian Petry","christianpetry","https://www.facebook.com/664443296948057","SPD_FB_BTW21"
"Burkhard Blienert","Blienert.Burkhard","https://www.facebook.com/270984312986563","SPD_FB_BTW21"
"Dr. Daniela De Ridder","dr.danieladeridder","https://www.facebook.com/411771882251946","SPD_FB_BTW21"
"Karl-Heinz Brunner","khbrunner","https://www.facebook.com/257550241046190","SPD_FB_BTW21"
"Dietmar Nietan","DietmarNietan","https://www.facebook.com/447923461909909","SPD_FB_BTW21"
"Johannes Fechner","johannesfechner.spd","https://www.facebook.com/555842074449519","SPD_FB_BTW21"
"Barbara Loth","barbara.loth","https://www.facebook.com/820539081301513","SPD_FB_BTW21"
"Yasmin Fahimi","yasmin.fahimi","https://www.facebook.com/1386598984894087","SPD_FB_BTW21"
"Michael Gerdes","michaelgerdesmdb","https://www.facebook.com/1745682372370310","SPD_FB_BTW21"
"Rolf Mützenich","Rolf.Muetzenich","https://www.facebook.com/148837415153421","SPD_FB_BTW21"
"Karin Thissen","thissen.karin","https://www.facebook.com/422763787806545","SPD_FB_BTW21"
"Stefan Schwartze","stefan.schwartze","https://www.facebook.com/444872249052425","SPD_FB_BTW21"
"Dagmar Andres MdB","DagmarAndresSPD","https://www.facebook.com/333974029985255","SPD_FB_BTW21"
"Elvan Korkmaz-Emre","ElvanKorkmazGT","https://www.facebook.com/616126055109820","SPD_FB_BTW21"
"Ilja Seewald","iljaseewald","https://www.facebook.com/1750772685186516","SPD_FB_BTW21"
"Christian Reinke","DickerEinsatz","https://www.facebook.com/177404646083858","SPD_FB_BTW21"
"Markus Töns","markustoens","https://www.facebook.com/1131664343579413","SPD_FB_BTW21"
"Gereon Wolters","gereonfueressen","https://www.facebook.com/1778237112425664","SPD_FB_BTW21"
"Leon Hahn","leonhahn.2021","https://www.facebook.com/247270865718443","SPD_FB_BTW21"
"Hannes Gräbner","HannesGraebner","https://www.facebook.com/347969012248949","SPD_FB_BTW21"
"Annette Heidrich","HeidrichSPD","https://www.facebook.com/503773786324296","SPD_FB_BTW21"
"Oliver Kaczmarek","oliver.kaczmarek","https://www.facebook.com/1000776277","SPD_FB_BTW21"
"Tobias Schloo","tschloo","https://www.facebook.com/156048951874584","SPD_FB_BTW21"
"Rüdiger Kleinke","ruediger.kleinke","https://www.facebook.com/ruediger.kleinke","SPD_FB_BTW21"
"Korbinian Rüger","korbinianrueger.SPD","https://www.facebook.com/296438801229915","SPD_FB_BTW21"
"Catharina Bockelmann","Bockelmann.Cathy","https://www.facebook.com/608604602550798","SPD_FB_BTW21"
"Dirk Vöpel MdB","voepel","https://www.facebook.com/108117007999531","SPD_FB_BTW21"
"Anja Quast","AnjaQuastMdHB","https://www.facebook.com/100638365225500","SPD_FB_BTW21"
"Gabriele Dobusch","gabi.dobusch.mdhb","https://www.facebook.com/731109510344264","SPD_FB_BTW21"
"Rainer Keller","RainerKellerMdB","https://www.facebook.com/538641737052942","SPD_FB_BTW21"
"Dr. Katja Stoppenbrink","KatjaStoppenbrink","https://www.facebook.com/101128461824764","SPD_FB_BTW21"
"Anja Ingenbleek","Ingenbleek.Anja","https://www.facebook.com/101454048473811","SPD_FB_BTW21"
"Christian Steinacker","Christian.Steinacker.2021","https://www.facebook.com/104296665069745","SPD_FB_BTW21"
"Stefan Labahn","LabahnfuerGuben","https://www.facebook.com/1492664251040902","SPD_FB_BTW21"
"Urs Abelein","AbeleinUrs","https://www.facebook.com/102760488606572","SPD_FB_BTW21"
"Regina Leenders","ReginaLeenders","https://www.facebook.com/109351380451022","SPD_FB_BTW21"
"Johannes Schätzl MdB","schaetzljohannes","https://www.facebook.com/106192378156373","SPD_FB_BTW21"
"Matthias Katsch","MKatschSPD","https://www.facebook.com/106570307986070","SPD_FB_BTW21"
"Vincent Hogenkamp","VincentHogenkamp","https://www.facebook.com/100147832009448","SPD_FB_BTW21"
"Torsten Einstmann","TEinstmann","https://www.facebook.com/104080374911518","SPD_FB_BTW21"
"Freya Altenhöner, SPD","FreyaAltenhoenerSPD","https://www.facebook.com/633428433948129","SPD_FB_BTW21"
"Pankraz Schaberl 2021","pankrazschaberl2021","https://www.facebook.com/111315171051959","SPD_FB_BTW21"
"Tim-Luka Schwab","TimLukaSchwab","https://www.facebook.com/112833217553970","SPD_FB_BTW21"
